"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"세종특별자치시","여자","45~49","사별","2020년","7","","","","7","","","","","","",
"세종특별자치시","여자","45~49","이혼","2020년","266","8","16","7","21","68","72","36","21","10","7",
"세종특별자치시","여자","50~54","합계","2020년","1251","75","96","185","79","221","194","107","69","136","89",
"세종특별자치시","여자","50~54","미혼","2020년","329","","6","14","","35","50","44","28","66","86",
"세종특별자치시","여자","50~54","배우자 있음","2020년","465","30","70","93","47","114","59","22","15","12","3",
"세종특별자치시","여자","50~54","사별","2020년","70","14","5","20","5","8","7","","7","4","",
"세종특별자치시","여자","50~54","이혼","2020년","387","31","15","58","27","64","78","41","19","54","",
"세종특별자치시","여자","55~59","합계","2020년","1218","65","66","115","110","227","237","109","98","142","49",
"세종특별자치시","여자","55~59","미혼","2020년","192","7","12","12","","12","12","21","36","35","45",
"세종특별자치시","여자","55~59","배우자 있음","2020년","484","31","17","73","93","98","148","8","5","11","",
"세종특별자치시","여자","55~59","사별","2020년","178","","13","12","14","69","29","25","7","9","",
"세종특별자치시","여자","55~59","이혼","2020년","364","27","24","18","3","48","48","55","50","87","4",
"세종특별자치시","여자","60~64","합계","2020년","1288","73","59","113","92","166","248","172","66","182","117",
"세종특별자치시","여자","60~64","미혼","2020년","138","10","10","","10","","15","16","4","16","57",
"세종특별자치시","여자","60~64","배우자 있음","2020년","410","46","14","59","18","93","87","35","2","46","10",
"세종특별자치시","여자","60~64","사별","2020년","371","2","8","34","44","53","83","80","13","50","4",
"세종특별자치시","여자","60~64","이혼","2020년","369","15","27","20","20","20","63","41","47","70","46",
"세종특별자치시","여자","65~69","합계","2020년","1031","75","49","87","64","156","207","147","67","78","101",
"세종특별자치시","여자","65~69","미혼","2020년","44","","","","","4","","11","8","9","12",
"세종특별자치시","여자","65~69","배우자 있음","2020년","222","35","","29","12","48","56","20","9","8","5",
"세종특별자치시","여자","65~69","사별","2020년","565","27","49","53","48","97","96","82","24","46","43",
"세종특별자치시","여자","65~69","이혼","2020년","200","13","","5","4","7","55","34","26","15","41",
"세종특별자치시","여자","70~74","합계","2020년","874","21","24","57","91","125","137","119","91","88","121",
"세종특별자치시","여자","70~74","미혼","2020년","15","","","","","","","","","2","13",
"세종특별자치시","여자","70~74","배우자 있음","2020년","98","8","4","14","20","13","27","3","","2","7",
"세종특별자치시","여자","70~74","사별","2020년","640","13","12","33","59","101","107","91","61","65","98",
"세종특별자치시","여자","70~74","이혼","2020년","121","","8","10","12","11","3","25","30","19","3",
"세종특별자치시","여자","75~79","합계","2020년","830","28","20","31","36","112","173","145","65","84","136",
"세종특별자치시","여자","75~79","미혼","2020년","10","5","","","","","","","","","5",
"세종특별자치시","여자","75~79","배우자 있음","2020년","60","10","","2","3","17","17","9","","","2",
"세종특별자치시","여자","75~79","사별","2020년","710","13","15","24","26","95","156","136","48","84","113",
"세종특별자치시","여자","75~79","이혼","2020년","50","","5","5","7","","","","17","","16",
"세종특별자치시","여자","80~84","합계","2020년","722","23","15","32","30","68","179","104","58","109","104",
"세종특별자치시","여자","80~84","미혼","2020년","14","","","","","","","","","","14",
"세종특별자치시","여자","80~84","배우자 있음","2020년","14","","","","","7","","4","1","2","",
"세종특별자치시","여자","80~84","사별","2020년","677","23","15","32","30","61","179","96","57","107","77",
"세종특별자치시","여자","80~84","이혼","2020년","17","","","","","","","4","","","13",
"세종특별자치시","여자","85세 이상","합계","2020년","538","4","17","16","39","68","92","77","31","90","104",
"세종특별자치시","여자","85세 이상","배우자 있음","2020년","12","","","3","2","","5","","2","","",
"세종특별자치시","여자","85세 이상","사별","2020년","516","4","17","13","37","68","87","77","29","90","94",
"세종특별자치시","여자","85세 이상","이혼","2020년","10","","","","","","","","","","10",
"경기도","계","합계","합계","2020년","1406010","82904","78626","165565","130890","191657","267992","203043","92317","113187","79829",
"경기도","계","합계","미혼","2020년","731775","50072","51572","96244","74236","102658","138064","92994","38259","45437","42239",
"경기도","계","합계","배우자 있음","2020년","187869","18293","14062","33542","24296","31165","31426","19131","6740","6624","2590",
"경기도","계","합계","사별","2020년","226309","6776","5848","15544","13743","26799","46420","41356","20871","27765","21187",
"경기도","계","합계","이혼","2020년","260057","7763","7144","20235","18615","31035","52082","49562","26447","33361","13813",
"경기도","계","20세미만","합계","2020년","8710","2181","3221","2247","523","538","","","","","",
"경기도","계","20세미만","미혼","2020년","8710","2181","3221","2247","523","538","","","","","",
"경기도","계","20~24","합계","2020년","71325","11207","13479","17974","10606","12263","5796","","","","",
"경기도","계","20~24","미혼","2020년","71005","11180","13467","17879","10550","12186","5743","","","","",
"경기도","계","20~24","배우자 있음","2020년","200","25","7","60","38","42","28","","","","",
"경기도","계","20~24","사별","2020년","5","","","","","5","","","","","",
"경기도","계","20~24","이혼","2020년","115","2","5","35","18","30","25","","","","",
"경기도","계","25~29","합계","2020년","165901","16981","16937","31996","24794","30944","35118","9131","","","",
"경기도","계","25~29","미혼","2020년","162420","16481","16482","31192","24325","30428","34579","8933","","","",
"경기도","계","25~29","배우자 있음","2020년","2465","356","352","622","353","309","358","115","","","",
"경기도","계","25~29","사별","2020년","42","3","","22","7","","10","","","","",
"경기도","계","25~29","이혼","2020년","974","141","103","160","109","207","171","83","","","",
"경기도","계","30~34","합계","2020년","147266","10902","9721","21721","17544","24576","36523","22453","3826","","",
"경기도","계","30~34","미혼","2020년","135208","9272","8561","18948","15619","22671","34810","21641","3686","","",
"경기도","계","30~34","배우자 있음","2020년","8370","1247","887","1959","1403","1240","1071","487","76","","",
"경기도","계","30~34","사별","2020년","108","4","","34","19","6","28","17","","","",
"경기도","계","30~34","이혼","2020년","3580","379","273","780","503","659","614","308","64","","",
"경기도","계","35~39","합계","2020년","124823","7152","6003","14555","12357","18121","27483","21696","11594","5862","",
"경기도","계","35~39","미혼","2020년","104119","4815","4211","10492","9391","14351","24024","20246","11087","5502","",
"경기도","계","35~39","배우자 있음","2020년","11646","1684","1196","2694","1686","1955","1422","584","249","176","",
"경기도","계","35~39","사별","2020년","220","21","5","31","54","22","45","22","20","","",
"경기도","계","35~39","이혼","2020년","8838","632","591","1338","1226","1793","1992","844","238","184","",
"경기도","계","40~44","합계","2020년","109713","5222","4640","11135","9170","14397","21625","19579","9297","12846","1802",
"경기도","계","40~44","미혼","2020년","78491","2436","2334","6371","5409","9099","15092","15750","8262","12035","1703",
"경기도","계","40~44","배우자 있음","2020년","15062","2000","1468","3014","2258","2412","2189","1045","388","257","31",
"경기도","계","40~44","사별","2020년","556","67","31","27","89","106","114","101","10","11","",
"경기도","계","40~44","이혼","2020년","15604","719","807","1723","1414","2780","4230","2683","637","543","68",
"경기도","계","45~49","합계","2020년","119770","5326","4534","11901","10052","14963","20736","19316","10538","13839","8565",
"경기도","계","45~49","미혼","2020년","67376","1853","1493","4220","4034","6160","10199","11960","7502","11812","8143",
"경기도","계","45~49","배우자 있음","2020년","21817","2315","1952","4583","2992","4105","3152","1595","542","432","149",
"경기도","계","45~49","사별","2020년","1279","76","86","141","162","216","229","225","65","76","3",
"경기도","계","45~49","이혼","2020년","29298","1082","1003","2957","2864","4482","7156","5536","2429","1519","270",
"경기도","계","50~54","합계","2020년","118136","5451","4609","12045","9559","14415","20444","18656","9194","12287","11476",
"경기도","계","50~54","미혼","2020년","44509","973","935","2502","2159","3509","6170","6739","3773","7572","10177",
"경기도","계","50~54","배우자 있음","2020년","26223","2758","2166","5102","3471","4367","4230","2357","843","669","260",
"경기도","계","50~54","사별","2020년","4298","250","204","538","479","652","820","679","228","359","89",
"경기도","계","50~54","이혼","2020년","43106","1470","1304","3903","3450","5887","9224","8881","4350","3687","950",
"경기도","계","55~59","합계","2020년","121372","5256","4036","11546","9726","14882","22429","19161","10314","13027","10995",
"경기도","계","55~59","미혼","2020년","27495","490","444","1229","1168","2028","3618","3711","1887","4289","8631",
"경기도","계","55~59","배우자 있음","2020년","30901","2731","1916","5264","4138","5328","5718","3358","1163","988","297",
"경기도","계","55~59","사별","2020년","11309","600","499","1265","969","1583","2397","1772","974","1001","249",
"경기도","계","55~59","이혼","2020년","51667","1435","1177","3788","3451","5943","10696","10320","6290","6749","1818",
"경기도","계","60~64","합계","2020년","122173","4581","3866","10421","9279","14014","22743","20196","10469","16086","10518",
"경기도","계","60~64","미혼","2020년","16744","222","214","700","687","911","2137","2204","1083","2340","6246",
"경기도","계","60~64","배우자 있음","2020년","30107","2464","1874","4646","3673","5015","5512","3732","1306","1482","403",
"경기도","계","60~64","사별","2020년","25288","870","721","2154","1975","3505","5888","4251","2079","3007","838",
"경기도","계","60~64","이혼","2020년","50034","1025","1057","2921","2944","4583","9206","10009","6001","9257","3031",
"경기도","계","65~69","합계","2020년","89745","3017","2665","6744","6053","10394","16345","15673","7887","12030","8937",
"경기도","계","65~69","미혼","2020년","8154","113","152","281","225","413","880","1009","533","973","3575",
"경기도","계","65~69","배우자 있음","2020년","18031","1172","964","2489","2056","2975","3543","2421","913","1047","451",
"경기도","계","65~69","사별","2020년","32621","1209","965","2336","2226","4293","7075","6102","2874","3769","1772",
"경기도","계","65~69","이혼","2020년","30939","523","584","1638","1546","2713","4847","6141","3567","6241","3139",
"경기도","계","70~74","합계","2020년","71100","2130","1839","4837","4078","7531","13316","12709","6597","9636","8427",
"경기도","계","70~74","미혼","2020년","4063","35","29","97","69","185","443","450","214","490","2051",
"경기도","계","70~74","배우자 있음","2020년","10619","704","629","1328","974","1603","2113","1553","615","755","345",
"경기도","계","70~74","사별","2020년","40202","1157","1050","2821","2279","4567","8210","7610","3940","5151","3417",
"경기도","계","70~74","이혼","2020년","16216","234","131","591","756","1176","2550","3096","1828","3240","2614",
"경기도","계","75~79","합계","2020년","60832","1706","1459","3807","3313","6742","11582","10611","5774","7664","8174",
"경기도","계","75~79","미혼","2020년","2047","19","12","31","36","87","210","214","112","241","1085",
"경기도","계","75~79","배우자 있음","2020년","6714","424","333","834","715","987","1132","1057","429","450","353",
"경기도","계","75~79","사별","2020년","45233","1183","1038","2678","2333","5098","9255","8150","4486","5570","5442",
"경기도","계","75~79","이혼","2020년","6838","80","76","264","229","570","985","1190","747","1403","1294",
"경기도","계","80~84","합계","2020년","45389","1254","1102","2907","2370","4827","8474","8323","4226","5958","5948",
"경기도","계","80~84","미혼","2020년","818","2","10","35","20","34","73","81","66","109","388",
"경기도","계","80~84","배우자 있음","2020년","3832","310","213","632","348","574","629","568","143","255","160",
"경기도","계","80~84","사별","2020년","38564","901","852","2141","1913","4057","7467","7350","3795","5145","4943",
"경기도","계","80~84","이혼","2020년","2175","41","27","99","89","162","305","324","222","449","457",
"경기도","계","85세 이상","합계","2020년","29755","538","515","1729","1466","3050","5378","5539","2601","3952","4987",
"경기도","계","85세 이상","미혼","2020년","616","","7","20","21","58","86","56","54","74","240",
"경기도","계","85세 이상","배우자 있음","2020년","1882","103","105","315","191","253","329","259","73","113","141",
"경기도","계","85세 이상","사별","2020년","26584","435","397","1356","1238","2689","4882","5077","2400","3676","4434",
"경기도","계","85세 이상","이혼","2020년","673","","6","38","16","50","81","147","74","89","172",
"경기도","남자","합계","합계","2020년","758076","46506","43352","91317","72697","104961","148145","109063","47393","56128","38514",
"경기도","남자","합계","미혼","2020년","468492","30151","29939","58472","46349","64614","90197","62797","25705","31504","28764",
"경기도","남자","합계","배우자 있음","2020년","112657","11428","8865","19388","14010","18559","19384","11591","4188","3931","1313",
"경기도","남자","합계","사별","2020년","38828","1174","1109","3072","2675","4997","8930","7335","3595","4132","1809",
"경기도","남자","합계","이혼","2020년","138099","3753","3439","10385","9663","16791","29634","27340","13905","16561","6628",
"경기도","남자","20세미만","합계","2020년","3776","924","1375","999","245","233","","","","","",
"경기도","남자","20세미만","미혼","2020년","3776","924","1375","999","245","233","","","","","",
"경기도","남자","20~24","합계","2020년","32145","5640","6146","8236","4820","4764","2539","","","","",
"경기도","남자","20~24","미혼","2020년","32034","5631","6146","8209","4811","4715","2522","","","","",
"경기도","남자","20~24","배우자 있음","2020년","81","9","","23","6","32","11","","","","",
"경기도","남자","20~24","사별","2020년","5","","","","","5","","","","","",
"경기도","남자","20~24","이혼","2020년","25","","","4","3","12","6","","","","",
"경기도","남자","25~29","합계","2020년","99420","10093","10452","19328","15034","18624","20042","5847","","","",
"경기도","남자","25~29","미혼","2020년","97912","9846","10237","18993","14853","18424","19789","5770","","","",
"경기도","남자","25~29","배우자 있음","2020년","1128","183","179","263","133","132","197","41","","","",
"경기도","남자","25~29","사별","2020년","30","3","","20","7","","","","","","",
"경기도","남자","25~29","이혼","2020년","350","61","36","52","41","68","56","36","","","",
"경기도","남자","30~34","합계","2020년","100520","7360","6322","14441","11770","17196","25664","15130","2637","","",
"경기도","남자","30~34","미혼","2020년","93759","6508","5679","12804","10678","16184","24655","14702","2549","","",
"경기도","남자","30~34","배우자 있음","2020년","5038","724","528","1265","846","660","694","262","59","","",
"경기도","남자","30~34","사별","2020년","66","","","15","17","6","11","17","","","",
"경기도","남자","30~34","이혼","2020년","1657","128","115","357","229","346","304","149","29","","",
"경기도","남자","35~39","합계","2020년","84639","4800","3904","9794","8168","12236","18898","14956","7765","4118","",
"경기도","남자","35~39","미혼","2020년","71945","3211","2796","7149","6467","9941","16876","14160","7463","3882","",
"경기도","남자","35~39","배우자 있음","2020년","7885","1244","817","1831","1022","1333","974","373","165","126","",
"경기도","남자","35~39","사별","2020년","99","10","","18","38","11","2","9","11","","",
"경기도","남자","35~39","이혼","2020년","4710","335","291","796","641","951","1046","414","126","110","",
"경기도","남자","40~44","합계","2020년","72288","3506","3162","7118","6037","9220","14373","12634","6136","8713","1389",
"경기도","남자","40~44","미혼","2020년","53245","1620","1548","4230","3723","6002","10359","10489","5623","8330","1321",
"경기도","남자","40~44","배우자 있음","2020년","10231","1429","1135","1906","1520","1531","1498","745","269","169","29",
"경기도","남자","40~44","사별","2020년","234","33","31","12","18","47","55","38","","","",
"경기도","남자","40~44","이혼","2020년","8578","424","448","970","776","1640","2461","1362","244","214","39",
"경기도","남자","45~49","합계","2020년","77270","3279","2837","7355","6349","9645","13331","12053","6543","9440","6438",
"경기도","남자","45~49","미혼","2020년","46770","1212","999","2819","2744","4353","6807","8093","5041","8493","6209",
"경기도","남자","45~49","배우자 있음","2020년","14618","1534","1337","2937","1952","2664","2289","1136","421","257","91",
"경기도","남자","45~49","사별","2020년","454","17","19","50","67","81","87","67","32","31","3",
"경기도","남자","45~49","이혼","2020년","15428","516","482","1549","1586","2547","4148","2757","1049","659","135",
"경기도","남자","50~54","합계","2020년","72926","3138","2759","6883","5374","8639","12851","11533","5374","7819","8556",
"경기도","남자","50~54","미혼","2020년","32176","659","670","1728","1503","2448","4376","4935","2555","5457","7845",
"경기도","남자","50~54","배우자 있음","2020년","16445","1777","1370","2997","1977","2770","2845","1540","534","469","166",
"경기도","남자","50~54","사별","2020년","1194","39","60","135","95","181","282","175","61","128","38",
"경기도","남자","50~54","이혼","2020년","23111","663","659","2023","1799","3240","5348","4883","2224","1765","507",
"경기도","남자","55~59","합계","2020년","67432","2745","2100","5720","4986","8094","12871","10765","5306","7128","7717",
"경기도","남자","55~59","미혼","2020년","19641","344","302","891","778","1393","2582","2607","1348","2986","6410",
"경기도","남자","55~59","배우자 있음","2020년","18248","1648","1172","2844","2320","3121","3562","2041","728","607","205",
"경기도","남자","55~59","사별","2020년","2169","74","62","230","197","364","469","386","149","163","75",
"경기도","남자","55~59","이혼","2020년","27374","679","564","1755","1691","3216","6258","5731","3081","3372","1027",
"경기도","남자","60~64","합계","2020년","57891","2203","1857","4605","4039","6254","10578","9990","5410","7084","5871",
"경기도","남자","60~64","미혼","2020년","10293","146","125","445","385","557","1452","1257","679","1500","3747",
"경기도","남자","60~64","배우자 있음","2020년","16867","1430","1168","2421","1874","2891","2978","2216","805","837","247",
"경기도","남자","60~64","사별","2020년","4597","120","124","356","394","556","1026","861","446","459","255",
"경기도","남자","60~64","이혼","2020년","26134","507","440","1383","1386","2250","5122","5656","3480","4288","1622",
"경기도","남자","65~69","합계","2020년","35917","1140","984","2613","2416","3910","6402","6344","3435","4842","3831",
"경기도","남자","65~69","미혼","2020년","4136","34","41","134","103","217","472","496","315","483","1841",
"경기도","남자","65~69","배우자 있음","2020년","9826","655","552","1256","1128","1593","2013","1338","521","559","211",
"경기도","남자","65~69","사별","2020년","5546","183","142","370","359","715","1254","1102","541","601","279",
"경기도","남자","65~69","이혼","2020년","16409","268","249","853","826","1385","2663","3408","2058","3199","1500",
"경기도","남자","70~74","합계","2020년","23000","622","668","1590","1404","2356","4266","4333","2067","3367","2327",
"경기도","남자","70~74","미혼","2020년","1728","16","16","50","32","65","198","192","72","209","878",
"경기도","남자","70~74","배우자 있음","2020년","5667","315","343","659","518","884","1103","862","371","456","156",
"경기도","남자","70~74","사별","2020년","6744","186","218","496","391","734","1558","1430","632","851","248",
"경기도","남자","70~74","이혼","2020년","8861","105","91","385","463","673","1407","1849","992","1851","1045",
"경기도","남자","75~79","합계","2020년","15256","491","324","1095","921","1796","3016","2797","1474","1852","1490",
"경기도","남자","75~79","미혼","2020년","733","","","8","7","43","71","79","52","91","382",
"경기도","남자","75~79","배우자 있음","2020년","3518","258","115","413","405","489","644","605","217","265","107",
"경기도","남자","75~79","사별","2020년","7026","198","161","505","352","910","1693","1332","725","690","460",
"경기도","남자","75~79","이혼","2020년","3979","35","48","169","157","354","608","781","480","806","541",
"경기도","남자","80~84","합계","2020년","9656","391","320","966","639","1128","2027","1582","799","1203","601",
"경기도","남자","80~84","미혼","2020년","215","","5","7","11","10","13","11","3","55","100",
"경기도","남자","80~84","배우자 있음","2020년","2046","153","97","367","179","316","352","313","68","123","78",
"경기도","남자","80~84","사별","2020년","6191","206","202","518","387","713","1487","1040","610","762","266",
"경기도","남자","80~84","이혼","2020년","1204","32","16","74","62","89","175","218","118","263","157",
"경기도","남자","85세 이상","합계","2020년","5940","174","142","574","495","866","1287","1099","447","562","294",
"경기도","남자","85세 이상","미혼","2020년","129","","","6","9","29","25","6","5","18","31",
"경기도","남자","85세 이상","배우자 있음","2020년","1059","69","52","206","130","143","224","119","30","63","23",
"경기도","남자","85세 이상","사별","2020년","4473","105","90","347","353","674","1006","878","388","447","185",
"경기도","남자","85세 이상","이혼","2020년","279","","","15","3","20","32","96","24","34","55",
"경기도","여자","합계","합계","2020년","647934","36398","35274","74248","58193","86696","119847","93980","44924","57059","41315",
"경기도","여자","합계","미혼","2020년","263283","19921","21633","37772","27887","38044","47867","30197","12554","13933","13475",
"경기도","여자","합계","배우자 있음","2020년","75212","6865","5197","14154","10286","12606","12042","7540","2552","2693","1277",
"경기도","여자","합계","사별","2020년","187481","5602","4739","12472","11068","21802","37490","34021","17276","23633","19378",
"경기도","여자","합계","이혼","2020년","121958","4010","3705","9850","8952","14244","22448","22222","12542","16800","7185",
"경기도","여자","20세미만","합계","2020년","4934","1257","1846","1248","278","305","","","","","",
"경기도","여자","20세미만","미혼","2020년","4934","1257","1846","1248","278","305","","","","","",
"경기도","여자","20~24","합계","2020년","39180","5567","7333","9738","5786","7499","3257","","","","",
"경기도","여자","20~24","미혼","2020년","38971","5549","7321","9670","5739","7471","3221","","","","",
"경기도","여자","20~24","배우자 있음","2020년","119","16","7","37","32","10","17","","","","",
"경기도","여자","20~24","이혼","2020년","90","2","5","31","15","18","19","","","","",
"경기도","여자","25~29","합계","2020년","66481","6888","6485","12668","9760","12320","15076","3284","","","",
"경기도","여자","25~29","미혼","2020년","64508","6635","6245","12199","9472","12004","14790","3163","","","",
"경기도","여자","25~29","배우자 있음","2020년","1337","173","173","359","220","177","161","74","","","",
"경기도","여자","25~29","사별","2020년","12","","","2","","","10","","","","",
"경기도","여자","25~29","이혼","2020년","624","80","67","108","68","139","115","47","","","",
"경기도","여자","30~34","합계","2020년","46746","3542","3399","7280","5774","7380","10859","7323","1189","","",
"경기도","여자","30~34","미혼","2020년","41449","2764","2882","6144","4941","6487","10155","6939","1137","","",
"경기도","여자","30~34","배우자 있음","2020년","3332","523","359","694","557","580","377","225","17","","",
"경기도","여자","30~34","사별","2020년","42","4","","19","2","","17","","","","",
"경기도","여자","30~34","이혼","2020년","1923","251","158","423","274","313","310","159","35","","",
"경기도","여자","35~39","합계","2020년","40184","2352","2099","4761","4189","5885","8585","6740","3829","1744","",
"경기도","여자","35~39","미혼","2020년","32174","1604","1415","3343","2924","4410","7148","6086","3624","1620","",
"경기도","여자","35~39","배우자 있음","2020년","3761","440","379","863","664","622","448","211","84","50","",
"경기도","여자","35~39","사별","2020년","121","11","5","13","16","11","43","13","9","","",
"경기도","여자","35~39","이혼","2020년","4128","297","300","542","585","842","946","430","112","74","",
"경기도","여자","40~44","합계","2020년","37425","1716","1478","4017","3133","5177","7252","6945","3161","4133","413",
"경기도","여자","40~44","미혼","2020년","25246","816","786","2141","1686","3097","4733","5261","2639","3705","382",
"경기도","여자","40~44","배우자 있음","2020년","4831","571","333","1108","738","881","691","300","119","88","2",
"경기도","여자","40~44","사별","2020년","322","34","","15","71","59","59","63","10","11","",
"경기도","여자","40~44","이혼","2020년","7026","295","359","753","638","1140","1769","1321","393","329","29",
"경기도","여자","45~49","합계","2020년","42500","2047","1697","4546","3703","5318","7405","7263","3995","4399","2127",
"경기도","여자","45~49","미혼","2020년","20606","641","494","1401","1290","1807","3392","3867","2461","3319","1934",
"경기도","여자","45~49","배우자 있음","2020년","7199","781","615","1646","1040","1441","863","459","121","175","58",
"경기도","여자","45~49","사별","2020년","825","59","67","91","95","135","142","158","33","45","",
"경기도","여자","45~49","이혼","2020년","13870","566","521","1408","1278","1935","3008","2779","1380","860","135",
"경기도","여자","50~54","합계","2020년","45210","2313","1850","5162","4185","5776","7593","7123","3820","4468","2920",
"경기도","여자","50~54","미혼","2020년","12333","314","265","774","656","1061","1794","1804","1218","2115","2332",
"경기도","여자","50~54","배우자 있음","2020년","9778","981","796","2105","1494","1597","1385","817","309","200","94",
"경기도","여자","50~54","사별","2020년","3104","211","144","403","384","471","538","504","167","231","51",
"경기도","여자","50~54","이혼","2020년","19995","807","645","1880","1651","2647","3876","3998","2126","1922","443",
"경기도","여자","55~59","합계","2020년","53940","2511","1936","5826","4740","6788","9558","8396","5008","5899","3278",
"경기도","여자","55~59","미혼","2020년","7854","146","142","338","390","635","1036","1104","539","1303","2221",
"경기도","여자","55~59","배우자 있음","2020년","12653","1083","744","2420","1818","2207","2156","1317","435","381","92",
"경기도","여자","55~59","사별","2020년","9140","526","437","1035","772","1219","1928","1386","825","838","174",
"경기도","여자","55~59","이혼","2020년","24293","756","613","2033","1760","2727","4438","4589","3209","3377","791",
"경기도","여자","60~64","합계","2020년","64282","2378","2009","5816","5240","7760","12165","10206","5059","9002","4647",
"경기도","여자","60~64","미혼","2020년","6451","76","89","255","302","354","685","947","404","840","2499",
"경기도","여자","60~64","배우자 있음","2020년","13240","1034","706","2225","1799","2124","2534","1516","501","645","156",
"경기도","여자","60~64","사별","2020년","20691","750","597","1798","1581","2949","4862","3390","1633","2548","583",
"경기도","여자","60~64","이혼","2020년","23900","518","617","1538","1558","2333","4084","4353","2521","4969","1409",
"경기도","여자","65~69","합계","2020년","53828","1877","1681","4131","3637","6484","9943","9329","4452","7188","5106",
"경기도","여자","65~69","미혼","2020년","4018","79","111","147","122","196","408","513","218","490","1734",
"경기도","여자","65~69","배우자 있음","2020년","8205","517","412","1233","928","1382","1530","1083","392","488","240",
"경기도","여자","65~69","사별","2020년","27075","1026","823","1966","1867","3578","5821","5000","2333","3168","1493",
"경기도","여자","65~69","이혼","2020년","14530","255","335","785","720","1328","2184","2733","1509","3042","1639",
"경기도","여자","70~74","합계","2020년","48100","1508","1171","3247","2674","5175","9050","8376","4530","6269","6100",
"경기도","여자","70~74","미혼","2020년","2335","19","13","47","37","120","245","258","142","281","1173",
"경기도","여자","70~74","배우자 있음","2020년","4952","389","286","669","456","719","1010","691","244","299","189",
"경기도","여자","70~74","사별","2020년","33458","971","832","2325","1888","3833","6652","6180","3308","4300","3169",
"경기도","여자","70~74","이혼","2020년","7355","129","40","206","293","503","1143","1247","836","1389","1569",
"경기도","여자","75~79","합계","2020년","45576","1215","1135","2712","2392","4946","8566","7814","4300","5812","6684",
"경기도","여자","75~79","미혼","2020년","1314","19","12","23","29","44","139","135","60","150","703",
"경기도","여자","75~79","배우자 있음","2020년","3196","166","218","421","310","498","488","452","212","185","246",
"경기도","여자","75~79","사별","2020년","38207","985","877","2173","1981","4188","7562","6818","3761","4880","4982",
"경기도","여자","75~79","이혼","2020년","2859","45","28","95","72","216","377","409","267","597","753",
"경기도","여자","80~84","합계","2020년","35733","863","782","1941","1731","3699","6447","6741","3427","4755","5347",
"경기도","여자","80~84","미혼","2020년","603","2","5","28","9","24","60","70","63","54","288",
"경기도","여자","80~84","배우자 있음","2020년","1786","157","116","265","169","258","277","255","75","132","82",
"경기도","여자","80~84","사별","2020년","32373","695","650","1623","1526","3344","5980","6310","3185","4383","4677",
"경기도","여자","80~84","이혼","2020년","971","9","11","25","27","73","130","106","104","186","300",
"경기도","여자","85세 이상","합계","2020년","23815","364","373","1155","971","2184","4091","4440","2154","3390","4693",
"경기도","여자","85세 이상","미혼","2020년","487","","7","14","12","29","61","50","49","56","209",
"경기도","여자","85세 이상","배우자 있음","2020년","823","34","53","109","61","110","105","140","43","50","118",
"경기도","여자","85세 이상","사별","2020년","22111","330","307","1009","885","2015","3876","4199","2012","3229","4249",
"경기도","여자","85세 이상","이혼","2020년","394","","6","23","13","30","49","51","50","55","117",
"강원도","계","합계","합계","2020년","231371","14312","16176","27097","20803","29767","39302","30787","15494","20816","16817",
"강원도","계","합계","미혼","2020년","93860","8185","10695","14046","10825","13016","13521","9244","3630","4815","5883",
"강원도","계","합계","배우자 있음","2020년","41588","3829","3272","7017","4931","6679","7995","4148","1650","1530","537",
"강원도","계","합계","사별","2020년","59693","1469","1297","3597","2928","6120","11020","10294","6099","8848","8021",
"강원도","계","합계","이혼","2020년","36230","829","912","2437","2119","3952","6766","7101","4115","5623","2376",
"강원도","계","20세미만","합계","2020년","3110","1150","1169","596","93","102","","","","","",
"강원도","계","20세미만","미혼","2020년","3110","1150","1169","596","93","102","","","","","",
"강원도","계","20~24","합계","2020년","23355","3187","5218","5530","4063","4074","1283","","","","",
"강원도","계","20~24","미혼","2020년","23281","3166","5208","5509","4049","4066","1283","","","","",
"강원도","계","20~24","배우자 있음","2020년","50","21","5","21","","3","","","","","",
"강원도","계","20~24","이혼","2020년","24","","5","","14","5","","","","","",
"강원도","계","25~29","합계","2020년","19192","2014","2372","3698","2979","3326","3910","893","","","",
"강원도","계","25~29","미혼","2020년","18450","1924","2306","3517","2902","3181","3763","857","","","",
"강원도","계","25~29","배우자 있음","2020년","586","67","52","138","64","95","134","36","","","",
"강원도","계","25~29","사별","2020년","3","","","","","","3","","","","",
"강원도","계","25~29","이혼","2020년","153","23","14","43","13","50","10","","","","",
"강원도","계","30~34","합계","2020년","13660","1008","1181","2135","1664","2108","2863","2334","367","","",
"강원도","계","30~34","미혼","2020년","12093","829","964","1710","1430","1910","2668","2256","326","","",
"강원도","계","30~34","배우자 있음","2020년","1271","166","201","336","188","131","150","67","32","","",
"강원도","계","30~34","사별","2020년","10","","","","","","10","","","","",
"강원도","계","30~34","이혼","2020년","286","13","16","89","46","67","35","11","9","","",
"강원도","계","35~39","합계","2020년","11306","730","734","1565","1249","1739","2183","1493","1086","527","",
"강원도","계","35~39","미혼","2020년","8495","396","390","998","803","1236","1759","1382","1047","484","",
"강원도","계","35~39","배우자 있음","2020년","2010","263","248","447","324","386","239","50","30","23","",
